-0.020548,0.44241,-0.037847,-0.0023725,0.5,0,0
-0.019553,-0.41569,-0.0091743,-0.63263,0.33333,1,0
-0.0030395,-0.21375,0.018634,-0.087985,0.58333,1,0
-0.029508,0.20251,-0.0067114,0.051219,1,0.75,0
-0.022792,-0.3143,-0.013896,-0.36822,0.66667,1,0
0.0031949,-0.13169,-0.0089427,-0.36428,0.75,0.58333,0
-0.02439,0.31665,-0.020408,-0.006269,0.41667,0.83333,1
0.025,-0.27258,0.00058106,-0.27226,0.5,0.91667,1
0.0033113,-0.2636,0.016779,0.52034,0.83333,0.33333,1
0.013201,0.074279,0.028476,0.61034,0,0.41667,1
0.029221,0.37157,0.058431,1.2907,0,0.58333,1
0.10095,-0.090108,0.15118,0.84516,0,0.66667,1
-0.015,-0.45957,0.019075,0.55828,0.083333,0.91667,0
-0.044164,-0.32621,-0.026506,0.54577,1,0,0
-0.0062893,-0.22636,0.01785,-0.10977,0.66667,0.83333,0
-0.012027,-0.038466,-0.026386,-0.44323,0.75,0,0
-0.018847,0.10713,-0.004686,-0.055876,0.16667,0.91667,0
-0.0068611,-0.22363,-0.037006,-0.41266,0.5,0.16667,0
0.024272,-0.11749,0.042834,0.86086,0.083333,0.33333,0
0.10084,0.42855,0.21109,2.3809,0,0.66667,1
0.022901,-0.20346,0.21024,1.29,0,0.75,1
0.017413,-0.013684,0.20162,0.94957,0,0.83333,1
-0.029056,0.070388,0.070761,-0.29599,0.25,0.66667,1
0.101,0.74573,0.14737,0.14716,0.33333,0.75,1
0.046566,0.80805,0.033036,0.16355,0.66667,0.83333,1
0.0025707,-0.52648,-0.034554,-0.23199,1,0.083333,1
0.048973,1.8188,0.054247,1.069,0.83333,1,1
0.075301,0.67589,0.1222,1.9033,0,0.58333,1
-0.035587,3.3369,-0.034657,1.0584,0.58333,1,0
-0.024261,1.4969,0.0040853,1.0975,0.083333,0.91667,0
0.0074547,-0.51024,0.043095,-0.22366,0.083333,0.58333,0
0.079909,0.24071,0.032563,-0.0015316,1,0.75,1
-0.027417,0.80793,-0.058878,0.22634,0.41667,0,1
0.016523,0.82834,-0.0020547,-0.0059399,0.75,0.25,1
-0.0023866,0.0197,-0.036126,-0.48113,1,0.16667,0
-0.014423,-0.24813,-0.018552,-0.27261,0.25,0,0
-0.002451,0.23662,0.01433,-0.17296,0.16667,0.83333,0
0.10141,0.12428,0.063222,0.70086,0.25,0.91667,1
0.002439,-0.34011,-0.014585,-0.4968,0.33333,0.083333,1
0.038647,3.4004,0.029324,1.4328,0.5,0.25,1
0,0.72469,-0.0053097,0.58386,0.75,0.083333,0
-0.032468,-0.16182,0.005059,0.31884,1,0.75,0
-0.013514,-0.27698,-0.010169,-0.546,0.41667,0.91667,0
-0.035088,0.01528,-0.056873,-0.13461,0.41667,0,1
0.025455,-0.18379,-0.032313,-0.3024,0.5,0.083333,1
0.067376,1.6526,0.028181,0.67726,0.58333,0.16667,1
0.0075075,-0.067879,0.02521,0.23471,0.5,0.25,0
-0.013825,0.24551,-0.0084942,0.26424,0.25,0.83333,1
0.021168,1.204,0.024283,1.1404,0,1,0
0.0098108,-0.087569,0.044518,0.24301,0,0.75,0
0.039154,1.1358,0.041125,1.3798,0,1,0
-0.023956,-0.16174,0.074267,0.19158,0.25,0.41667,0
0.0059303,-0.66409,-0.0043412,-0.65727,1,0.75,0
0.0074794,0.20717,-0.020067,0.46775,0.5,0,0
0.010838,-0.057958,0.07457,-0.42981,0.16667,1,0
0.010417,0.67155,0.038853,0.11243,0,1,0
-0.007485,-0.24426,0.022951,-0.021685,0.33333,0.5,0
-0.011012,-0.20927,-0.037884,0.37348,0.33333,0.083333,0
-0.041557,1.6849,-0.029284,0.82568,0.25,0,0
-0.018745,0.27981,-0.019629,-0.29963,0.66667,0.83333,0
-0.018453,-0.56357,0.012878,-0.47643,0.5,0.66667,0
-0.0085531,-0.19675,0.0080319,0.027329,0.083333,1,0
-0.0018587,0.45978,-0.020073,-0.26377,1,0.5,0
-0.04245,-0.46231,-0.010843,-0.14523,0.16667,0.41667,0
0.0085653,-0.25503,0.049972,-0.086386,1,0.5,0
-0.021105,-0.22705,-0.031228,-0.41492,1,0.58333,0
0.0050036,-0.14449,0.060732,-0.48164,0.25,1,0
0.0056426,0.021404,0.019924,-0.15248,1,0.91667,0
0.025087,-0.23351,0.060754,0.29176,0,0.5,0
0.10062,0.1625,0.19276,2.155,0,0.25,1
0.023868,-0.20478,0.090511,-0.0814,0.25,0.66667,1
0.011254,-0.12734,0.081918,-0.23723,0.33333,0.75,1
0.10175,1.081,0.16016,0.41943,0.41667,0.83333,1
-0.012831,-0.079146,-0.068013,-0.11272,0.5,0,1
-0.034931,-0.060679,-0.092957,-0.098,0.58333,0.083333,1
0.10185,0.087578,-0.0065145,0.0049681,0.66667,0.16667,1
-0.0014848,0.47007,-0.024714,-0.062904,0.5,1,1
0.046097,0.49653,0.019565,0.39823,0.58333,0.083333,1
0.005168,-0.072622,-0.09861,-0.32659,0.83333,0,1
0.053148,2.0046,0.037942,0.97907,0.66667,0.83333,1
0.090062,0.58157,0.11325,1.6093,0,0.91667,1
0.032428,2.0006,0.05072,1.4709,0,0.58333,1
0.022644,-0.31131,0.065517,0.55578,0,0.66667,1
0.071429,0.87349,0.12444,1.4014,0,0.75,1
0.060322,-0.057454,0.14825,0.45001,0,0.91667,1
0.001243,-0.047678,0.1273,0.06288,0.083333,1,1
0.018001,-0.18417,0.1247,-0.15208,0,1,1
0.038415,-0.24466,0.14193,-0.37552,0,1,1
-0.021595,0.59957,0.10443,0.21242,0,0.91667,1
-0.040583,-0.08028,-0.12082,0.54201,0.5,0,1
0.015284,-0.118,-0.08133,-0.2121,0.66667,0,1
0.097849,4.9316,0.0094752,2.6391,0.75,0.083333,1
0.099902,0.16889,0.097484,2.2847,0,0.16667,1
-0.021882,-0.40873,-0.083547,-0.39619,1,0,0
-0.007109,0.15669,0.0013941,-0.31764,0.33333,1,0
-0.0049261,-0.14558,-0.0030845,0.15416,0.91667,0.33333,0
0.0045249,-0.29945,0.003012,0.34249,1,0.5,1
0.017544,-0.29732,0.038806,0.40702,0.33333,0.83333,1
0,-0.16452,0.032258,0.12236,0.41667,0.91667,1
-0.024145,-0.14222,-0.021849,-0.37326,0.5,1,0
-0.0080483,-0.11968,0.0013541,-0.55366,0.33333,1,0
-0.021786,0.072962,-0.034927,0.17841,0.66667,0,1
0.011136,-0.49914,-0.023831,-0.40958,0.75,0.083333,1
-0.044506,-0.029048,0.049122,0.19529,0.16667,1,0
0.016854,-0.18294,-0.039646,-0.45587,0.5,0.5,0
-0.0070423,-0.52847,0.013174,-0.52042,1,0.75,0
0.0018182,-0.42665,-0.033616,-0.51639,1,0,0
0.0086207,-0.27321,0.096532,0.82901,0,0.75,0
0.011976,-0.40027,-0.0019685,-0.35041,0.5,0.91667,1
0.061144,1.5076,0.048563,0.50358,0,1,1
0.0056926,0.7251,0.015002,0.44243,1,0.5,1
