0.062539,0.87438,0.080216,1.0107,0,1,0
-0.018378,0.1461,0.057043,0.11605,0.25,1,0
0.008275,-0.42389,0.028627,-0.2529,0.083333,0.75,0
-0.039017,-0.49513,-0.026236,0.068494,0.41667,0.083333,0
0.0037037,-0.27543,-0.035444,-0.52615,1,0.083333,0
0.083579,0.64363,0.15219,1.8637,0,0.91667,0
0.068768,2.0017,0.056782,1.1506,0,0.58333,0
-0.075117,0.29124,-0.053264,-0.062699,0.25,0.83333,0
-0.0061501,0.27198,-0.033926,-0.35943,0.91667,0.16667,1
0.099761,12.058,0.23192,5.8155,0,0.33333,0
-0.042857,-0.25508,-0.074266,-0.32374,0.41667,0.75,0
0.10016,1.2948,0.187,1.0551,0,0.83333,0
0.042677,-0.164,0.048866,-0.13271,0.5,0.75,0
0.0095147,-0.47526,-0.018804,-0.25813,1,0.083333,0
-0.023099,-0.50757,-0.008547,-0.17831,0.75,0.5,0
0.022023,0.024321,-0.014614,-0.32944,0.41667,0.25,0
0.016919,0.36728,-0.015659,-0.38055,0.66667,1,0
0.0097466,-0.54755,-0.058253,-0.37134,1,0,1
0.028624,0.78452,0.0050082,-0.24541,0.58333,1,0
-0.033109,-0.18273,-0.028755,-0.34242,0.75,1,0
-0.021798,-0.039173,-0.021428,-0.23846,0.83333,0.41667,0
-0.020656,-0.33686,-0.033428,-0.48168,0.33333,0.75,0
-0.017616,-0.36428,-0.021876,0.063874,0.91667,0,0
0.037634,1.3033,0.028484,0.34158,0.58333,0.83333,0
0.040872,0.053145,-0.042006,-0.31979,1,0.33333,0
0.024369,0.75666,0.0069152,0.11944,1,0.5,0
-0.030086,0.019698,-0.099634,-0.088684,1,0,1
0.10044,0.29877,-0.0063354,0.16003,0.5,0.083333,1
0.099329,-0.70025,0.082021,-0.64221,0.58333,0.16667,1
0.03586,1.1531,0.026233,0.85387,0,0.33333,0
-0.027205,-0.49494,-0.010862,-0.27512,0.66667,0.83333,0
0.012017,0.65055,-0.01995,-0.27395,0.58333,0,0
-0.013532,-0.49724,-0.031658,-0.67201,0.83333,0.083333,0
-0.067783,-0.42753,-0.009554,0.28689,0.083333,0.16667,0
0.0011919,0.19753,0.012997,1.2086,0.83333,0.083333,0
-0.033595,-0.28274,0.094773,0.82849,0,0.83333,0
0.0025,0.27766,-0.083079,-0.32054,0.91667,0,0
0.1,-0.97747,-0.1006,-0.97653,1,0.083333,1
-0.055186,0.75049,0.027985,2.2577,0,0.66667,0
-0.0033898,-0.15761,-0.013612,-0.37971,0.33333,0.91667,0
0.00044723,0.40975,-0.0070159,0.22454,0.91667,1,0
0.010414,-0.11277,-0.066183,-0.2109,1,0,0
-0.0062463,-0.058922,-0.012318,-0.43277,1,0.5,0
-0.011908,-0.41112,0.0011793,-0.20928,0.16667,0.66667,0
-0.0011949,-0.23188,0.007736,0.10473,0.75,0.25,0
0.001791,-0.038592,-0.0067333,-0.41511,0.58333,1,0
0.0073823,-0.19368,-0.058183,-0.37962,0.91667,0.16667,1
-0.030095,-0.047663,-0.032728,-0.26382,0.83333,0.58333,0
-0.0061296,0.30346,-0.010534,-0.54976,0.41667,1,0
-0.0017606,-0.019708,-0.01804,-0.47898,1,0.75,0
0.016886,0.83473,0.025625,0.25133,0.41667,1,0
-0.010267,-0.054074,-0.023138,-0.22904,0.91667,0.83333,0
-0.0024855,-0.31284,0.018254,-0.4184,1,0.41667,0
-0.00089286,-0.22858,-0.019854,-0.63404,0.75,0.33333,0
0.024561,0.16808,0.026137,0.072575,0.41667,0.83333,0
0.0050813,0.12906,-0.012563,-0.17497,0.91667,0.58333,0
0.021761,0.060395,-0.022629,-0.26327,1,0.33333,0
0.042228,0.51991,-0.022335,-0.067607,0.66667,1,0
0.0083256,-0.29033,0.027979,0.079191,0.16667,0.75,0
0.00096805,0.30037,0.0059181,-0.16474,0.58333,1,0
0.018303,-0.18734,0.03949,-0.24567,0.33333,0.58333,0
-0.024867,-0.24348,0.080797,-0.17594,0.083333,1,0
0.0039722,0.38637,-0.033692,-0.16412,0.75,0.25,0
-0.038509,0.24048,-0.11995,0.2207,1,0,1
